ID,Revenu,Souscription_web,Residence,Anciennete_proprietaire,Anciennete_emploi,Nombre_cartes,Passif_carte,Nombre_prets_accordes
124799,59463,Non,Propriétaire,2,9,2,1298,1
124800,44159,Oui,Location,6,4,1,1110,0
124801,59508,Oui,Propriétaire,2,19,1,3671,1
124802,51219,Oui,Location,14,15,2,1292,1
124803,56486,Oui,Propriétaire,5,11,1,696,1
124804,47623,Non,Propriétaire,23,7,1,784,1
124805,49007,Non,Propriétaire,14,18,1,13360,0
124806,43895,Oui,Propriétaire,7,18,1,446,1
124807,55497,Oui,Location,7,3,1,637,1
124808,45066,Oui,Location,16,15,1,860,1
124809,44202,Non,Propriétaire,1,23,2,2611,0
124810,45518,Oui,Propriétaire,17,22,1,8231,1
124811,43890,Oui,Propriétaire,19,18,2,505,1
124812,44772,Oui,Propriétaire,9,6,1,469,0
124813,44271,Oui,Location,17,20,1,284,1
124814,43874,Non,Location,18,0,2,1320,1
124815,43888,Oui,Location,16,21,1,3820,1
124816,44194,Oui,Location,16,2,2,1007,1
124817,53201,Non,Propriétaire,18,29,1,17134,0
124818,45238,Oui,Location,9,6,2,326,1
124819,54673,Oui,Propriétaire,15,22,2,3086,1
124820,46949,Oui,Propriétaire,0,2,2,1634,1
124821,57689,Non,Location,25,19,1,331,1
124822,45869,Oui,Location,21,8,2,71,1
124823,43799,Oui,Propriétaire,11,4,1,145,0
124824,47026,Non,Propriétaire,23,18,2,1368,0
124825,46645,Non,Propriétaire,19,4,1,884,0
124826,44048,Non,Propriétaire,0,6,1,222,0
124827,45970,Non,Propriétaire,11,7,1,579,0
124828,45949,Non,Location,17,7,1,3865,0
124829,45659,Oui,Propriétaire,12,17,1,9466,1
124830,43750,Non,Propriétaire,13,6,1,988,1
124831,44318,Oui,Propriétaire,8,19,1,2096,0
124832,43761,Non,Propriétaire,10,6,1,1418,0
124833,45673,Oui,Propriétaire,22,16,1,359,0
124834,54938,Non,Propriétaire,5,15,2,268,0
124835,49409,Oui,Propriétaire,11,12,2,107,1
124836,54021,Oui,Location,2,4,1,101,1
124837,48084,Oui,Location,10,3,2,555,1
124838,50799,Oui,Location,22,19,2,1919,0
124839,46785,Oui,Location,14,4,1,1227,1
124840,53365,Oui,Location,21,26,1,3819,0
124841,50515,Non,Location,3,5,1,1642,1
124842,55421,Non,Location,11,3,2,1169,0
124843,47734,Oui,Logement social,23,6,2,2631,1
124844,44449,Oui,Location,9,16,1,4168,0
124845,55777,Oui,Location,1,11,2,453,0
124846,47422,Oui,Location,11,12,2,2010,1
124847,50302,Oui,Location,20,9,2,455,0
124848,44095,Oui,Location,13,4,1,368,0
124849,45153,Non,Location,2,13,2,804,1
124850,43820,Non,Propriétaire,3,3,2,230,0
124851,43633,Oui,Locataire gratuit,14,16,1,6100,0
124852,43976,Non,Locataire gratuit,18,12,2,745,0
124853,43835,Oui,Propriétaire,3,1,2,1501,1
124854,45621,Oui,Location,1,19,1,1878,0
124855,45849,Non,Location,13,9,2,364,1
124856,43408,Oui,Propriétaire,10,4,2,1106,0
124857,44394,Non,Propriétaire,20,17,1,2041,0
124858,43982,Oui,Propriétaire,13,11,2,1055,0
124859,44936,Oui,Propriétaire,1,22,1,4502,0
124860,57004,Oui,Location,14,31,1,3561,0
124861,52545,Oui,Propriétaire,25,14,1,1125,0
124862,48061,Oui,Location,3,5,2,296,0
124863,50075,Oui,Location,4,18,2,3768,0
124864,43303,Oui,Propriétaire,2,7,2,866,1
124865,45159,Non,Propriétaire,6,12,1,2310,0
124866,48931,Oui,Propriétaire,11,19,2,652,0
124867,44363,Oui,Propriétaire,5,19,1,1609,1
124868,44413,Oui,Location,13,16,2,885,0
124869,49988,Oui,Location,14,21,2,2660,0
124870,45450,Oui,Propriétaire,15,24,1,4217,0
124871,45081,Non,Propriétaire,14,15,2,713,1
124872,47470,Non,Location,9,12,1,2111,0
124873,44272,Oui,Propriétaire,12,20,1,645,1
124874,44460,Oui,Propriétaire,4,16,1,3467,1
124875,43707,Oui,Propriétaire,8,9,1,1131,0
124876,45419,Oui,Propriétaire,1,2,2,231,0
124877,45721,Oui,Propriétaire,3,14,1,294,1
124878,45103,Non,Propriétaire,21,14,1,2327,1
124879,55112,Oui,Autre,10,14,2,4113,1
124880,46823,Oui,Propriétaire,22,2,1,94,1
124881,56590,Oui,Propriétaire,27,8,2,332,0
124882,57683,Oui,Propriétaire,14,24,1,3275,1
124883,55752,Oui,Propriétaire,5,11,2,2048,1
124884,46168,Oui,Location,0,6,1,3762,1
124885,55565,Non,Location,23,0,2,2219,0
124886,50076,Oui,Propriétaire,0,17,1,460,1
124887,45750,Oui,Propriétaire,13,13,1,1930,1
124888,45904,Oui,Propriétaire,22,7,1,60,0
124889,44477,Non,Propriétaire,19,15,1,351,0
124890,45841,Non,Propriétaire,11,12,2,4159,0
124891,44010,Oui,Propriétaire,4,7,2,542,1
124892,44378,Oui,Location,9,18,2,306,0
124893,45246,Non,Location,6,5,1,737,1
124894,45266,Non,Location,3,5,1,6805,0
124895,43362,Oui,Location,15,4,2,434,1
124896,59393,Non,Location,34,18,2,2746,0
124897,56523,Oui,Location,20,10,1,2066,0
124898,55390,Non,Propriétaire,23,3,1,812,0
124899,50445,Oui,Location,10,8,1,237,1
124900,49529,Oui,Location,9,10,1,342,0
124901,47161,Oui,Propriétaire,0,13,2,1096,1
124902,47019,Non,Propriétaire,11,21,1,1138,1
124903,53731,Non,Propriétaire,26,16,2,13160,1
124904,43514,Oui,Location,17,0,2,274,0
124905,52495,Non,Location,18,16,2,2527,1
124906,45537,Oui,Location,22,21,2,2698,1
124907,55215,Oui,Propriétaire,1,6,2,1930,0
124908,44892,Oui,Propriétaire,12,2,2,3337,0
124909,52173,Oui,Location,4,22,2,689,0
124910,49407,Non,Location,23,13,2,1793,0
124911,49415,Oui,Location,17,11,1,150,0
124912,43622,Oui,Location,8,18,1,3828,1
124913,44298,Non,Location,16,19,2,763,0
124914,45463,Oui,Propriétaire,2,23,2,478,1
124915,44705,Oui,Propriétaire,0,8,1,230,0
124916,50621,Non,Propriétaire,24,22,2,1047,0
124917,49600,Oui,Propriétaire,5,9,2,3366,1
124918,48599,Oui,Location,16,25,1,1363,1
124919,43677,Oui,Propriétaire,16,9,1,740,0
124920,45993,Non,Propriétaire,6,7,2,311,0
124921,52887,Oui,Location,10,9,2,1339,0
124922,44671,Oui,Location,16,9,2,3971,1
124923,50199,Oui,Propriétaire,5,12,1,1230,0
124924,54671,Oui,Location,25,28,2,3612,0
124925,53180,Oui,Propriétaire,9,31,2,11860,0
124926,43120,Oui,Locataire gratuit,4,10,1,801,1
124927,44039,Oui,Propriétaire,17,6,2,109,1
124928,43293,Non,Location,16,7,1,2207,1
124929,44534,Non,Propriétaire,9,13,2,805,0
124930,43739,Non,Propriétaire,3,7,1,2247,1
124931,43648,Non,Propriétaire,14,12,1,2496,1
124932,45283,Non,Locataire gratuit,15,3,1,1460,1
124933,59276,Oui,Propriétaire,20,21,2,8000,1
124934,49850,Oui,Propriétaire,5,1,2,1265,1
124935,47568,Oui,Location,5,11,2,2391,1
124936,50833,Oui,Locataire gratuit,21,16,1,760,1
124937,50631,Oui,Propriétaire,26,21,2,2132,0
124938,57520,Oui,Propriétaire,25,19,1,890,0
124939,59179,Oui,Propriétaire,29,5,1,5780,1
124940,59692,Non,Propriétaire,11,3,1,469,0
124941,56470,Oui,Location,31,15,2,390,0
124942,51859,Oui,Location,19,2,2,369,1
124943,54777,Oui,Locataire gratuit,26,17,2,2814,1
124944,44597,Oui,Propriétaire,10,12,2,468,0
124945,44728,Oui,Location,2,7,2,847,0
124946,45584,Non,Location,2,19,1,1256,0
124947,44582,Non,Propriétaire,1,13,1,1581,1
124948,44270,Oui,Propriétaire,3,22,2,962,1
124949,45549,Non,Propriétaire,2,21,1,5791,0
124950,45712,Oui,Propriétaire,14,15,2,2216,0
124951,45654,Oui,Location,6,18,2,5471,0
124952,44898,Non,Propriétaire,4,22,1,527,0
124953,48414,Non,Location,9,0,2,232,0
124954,53307,Oui,Propriétaire,8,27,2,1984,1
124955,58878,Non,Location,18,9,1,1680,0
124956,43977,Oui,Locataire gratuit,14,12,1,4763,1
124957,51561,Non,Locataire gratuit,17,5,2,3010,0
124958,58785,Non,Location,31,16,2,1111,0
124959,55140,Non,Propriétaire,20,13,2,5095,0
124960,46501,Oui,Location,5,5,2,327,1
124961,70000,Oui,Location,12,25,1,12164,0
124962,45368,Non,Propriétaire,4,2,2,711,1
124963,43651,Oui,Location,4,11,2,527,1
124964,71000,Oui,Location,24,10,1,563,1
124965,72000,Non,Location,21,0,1,83,1
124966,73000,Oui,Location,1,6,1,104,0
124967,74000,Oui,Location,9,4,2,1038,1
124968,45217,Non,Propriétaire,17,8,2,445,1
124969,45240,Non,Location,12,5,2,1320,1
124970,75000,Oui,Location,12,9,1,1192,1
124971,76000,Oui,Location,18,10,1,2518,0
124972,45390,Oui,Propriétaire,3,2,2,154,0
124973,77000,Non,Location,12,5,2,608,1
124974,57598,Oui,Locataire gratuit,25,16,1,2171,1
124975,78000,Non,Location,5,2,1,382,0
124976,57623,Oui,Propriétaire,1,10,1,4133,1
124977,79000,Non,Location,0,10,1,679,1
124978,80000,Oui,Location,23,22,1,3450,0
124979,49789,Oui,Propriétaire,2,4,2,44,0
124980,81000,Oui,Location,12,7,2,1358,1
124981,82000,Non,Location,2,3,1,461,1
124982,44005,Oui,Propriétaire,16,8,2,25,1
124983,83000,Oui,Location,15,19,2,7995,1
124984,43185,Non,Propriétaire,0,8,1,20,0
124985,84000,Oui,Locataire gratuit,11,17,1,2134,1
124986,85000,Oui,Propriétaire,13,3,2,341,1
124987,45194,Non,Propriétaire,15,10,2,1678,1
124988,43876,Oui,Propriétaire,13,0,2,98,1
124989,86000,Oui,Propriétaire,20,16,2,1299,1
124990,87000,Non,Locataire gratuit,11,23,1,544,1
124991,88000,Oui,Propriétaire,0,17,2,2031,1
124992,53660,Oui,Propriétaire,23,17,1,380,1
124993,59944,Oui,Propriétaire,20,11,2,3894,0
124994,54451,Oui,Propriétaire,14,30,1,3312,1
124995,89000,Non,Autre,11,7,1,1562,1
124996,90000,Non,Autre,8,15,1,2003,0
124997,43794,Oui,Propriétaire,9,6,2,1430,0
124998,91000,Non,Location,15,1,1,1147,0
124999,45452,Oui,Propriétaire,12,24,1,5490,1
125000,44787,Oui,Propriétaire,9,4,2,982,0
125001,51498,Oui,Propriétaire,26,9,1,589,1
125002,92000,Oui,Location,21,27,2,684,1
125003,93000,Oui,Location,15,3,1,88,1
125004,52772,Oui,Propriétaire,23,9,2,1348,1
125005,58529,Oui,Propriétaire,0,9,1,1108,0
125006,53983,Oui,Propriétaire,1,9,2,2117,0
125007,94000,Oui,Location,9,20,2,3195,1
125008,95000,Non,Location,2,20,1,452,0
125009,96000,Non,Location,9,22,1,823,1
125010,43823,Non,Propriétaire,14,1,2,2245,1
125011,43151,Non,Propriétaire,6,9,1,681,1
125012,97000,Oui,Location,5,5,1,1250,0
125013,44230,Oui,Propriétaire,9,22,2,3106,0
125014,98000,Oui,Location,5,23,1,466,0
125015,99000,Oui,Location,21,17,2,490,1
125016,53842,Oui,Propriétaire,25,13,2,3115,0
125017,58381,Oui,Location,16,12,1,829,0
125018,51385,Oui,Propriétaire,14,10,1,777,0
125019,100000,Oui,Location,1,14,2,1001,1
125020,49866,Non,Propriétaire,10,24,1,2493,0
125021,48607,Oui,Propriétaire,19,23,2,985,1
125022,43593,Oui,Propriétaire,13,0,1,2315,0
125023,44202,Oui,Propriétaire,8,0,2,748,0
125024,45715,Oui,Propriétaire,8,14,2,772,1
125025,44974,Oui,Locataire gratuit,14,18,2,2772,0
125026,52725,Oui,Location,26,9,2,12,0
125027,101000,Oui,Locataire gratuit,17,5,2,1171,0
125028,43650,Oui,Locataire gratuit,8,12,1,267,0
125029,102000,Non,Propriétaire,16,15,2,116,0
125030,51383,Non,Propriétaire,19,12,2,1119,1
125031,103000,Oui,Logement social,0,15,2,397,0
125032,104000,Oui,Location,19,8,1,732,0
125033,105000,Oui,Propriétaire,8,0,2,888,1
125034,106000,Non,Propriétaire,10,13,1,59,0
125035,55554,Oui,Locataire gratuit,27,0,1,708,0
125036,43908,Non,Locataire gratuit,18,15,1,4242,0
125037,107000,Oui,Propriétaire,25,16,2,1555,1
125038,108000,Oui,Propriétaire,13,5,2,375,0
125039,44193,Oui,Locataire gratuit,18,3,1,260,0
125040,45115,Oui,Location,11,13,2,5189,1
125041,58505,Oui,Propriétaire,11,9,2,668,0
125042,109000,Non,Locataire gratuit,19,0,1,25,1
125043,49008,Oui,Location,10,16,2,216,0
125044,54013,Oui,Location,9,4,1,996,0
125045,110000,Oui,Propriétaire,19,6,2,1655,1
125046,54603,Non,Propriétaire,8,30,2,1562,1
125047,48511,Non,Propriétaire,21,25,1,793,0
125048,111000,Oui,Propriétaire,7,6,1,495,1
125049,44997,Non,Locataire gratuit,6,18,1,1238,1
125050,112000,Non,Location,4,10,2,154,1
125051,43482,Oui,Propriétaire,4,1,1,361,1
125052,43989,Oui,Propriétaire,8,10,1,30,1
125053,56891,Non,Propriétaire,26,1,1,1543,1
125054,113000,Oui,Location,17,13,1,6156,0
125055,114000,Oui,Location,1,15,1,1844,1
125056,115000,Oui,Location,14,15,2,1292,1
125057,56486,Oui,Propriétaire,5,11,1,696,1
125058,49007,Non,Autre,14,18,1,13360,0
125059,116000,Oui,Location,16,15,1,860,1
125060,44202,Non,Propriétaire,1,23,2,2611,0
125061,43890,Oui,Propriétaire,19,18,2,505,1
125062,53201,Non,Propriétaire,18,29,1,17134,0
125063,54673,Oui,Propriétaire,15,22,2,3086,1
125064,117000,Non,Location,25,19,1,331,1
125065,118000,Oui,Location,21,8,2,71,1
125066,47026,Non,Location,23,18,2,1368,0
125067,46645,Non,Propriétaire,19,4,1,884,0
125068,45970,Non,Propriétaire,11,7,1,579,0
125069,119000,Non,Location,17,7,1,3865,0
125070,45659,Oui,Locataire gratuit,12,17,1,9466,1
125071,43761,Non,Propriétaire,10,6,1,1418,0
125072,46785,Oui,Location,14,4,1,1227,1
125073,120000,Oui,Propriétaire,21,26,1,3819,0
125074,121000,Non,Propriétaire,11,3,2,1169,0
125075,47734,Oui,Logement social,23,6,2,2631,1
125076,122000,Oui,Location,1,11,2,453,0
125077,44095,Oui,Location,13,4,1,368,0
125078,123000,Non,Propriétaire,2,13,2,804,1
125079,124000,Oui,Propriétaire,1,19,1,1878,0
125080,43408,Oui,Propriétaire,10,4,2,1106,0
125081,57004,Oui,Location,14,31,1,3561,0
125082,45159,Non,Propriétaire,6,12,1,2310,0
125083,48931,Oui,Propriétaire,11,19,2,652,0
125084,45081,Non,Propriétaire,14,15,2,713,1
125085,125000,Oui,Propriétaire,4,16,1,3467,1
125086,43707,Oui,Propriétaire,8,9,1,1131,0
125087,45721,Oui,Autre,3,14,1,294,1
125088,126000,Non,Propriétaire,23,0,2,2219,0
125089,45750,Oui,Locataire gratuit,13,13,1,1930,1
125090,44477,Non,Location,19,15,1,351,0
125091,127000,Non,Location,3,5,1,6805,0
125092,55390,Non,Autre,23,3,1,812,0
125093,128000,Oui,Location,10,8,1,237,1
125094,129000,Oui,Location,17,0,2,274,0
125095,130000,Non,Location,18,16,2,2527,1
125096,45537,Oui,Location,22,21,2,2698,1
125097,44892,Oui,Location,12,2,2,3337,0
125098,43677,Oui,Logement social,16,9,1,740,0
125099,52887,Oui,Location,10,9,2,1339,0
125100,44671,Oui,Location,16,9,2,3971,1
125101,44039,Oui,Location,17,6,2,109,1
125102,49850,Oui,Autre,5,1,2,1265,1
125103,50631,Oui,Location,26,21,2,2132,0
125104,56470,Oui,Location,31,15,2,390,0
125105,54777,Oui,Locataire gratuit,26,17,2,2814,1
125106,44597,Oui,Propriétaire,10,12,2,468,0
125107,44270,Oui,Propriétaire,3,22,2,962,1
125108,45712,Oui,Propriétaire,14,15,2,2216,0
125109,53307,Oui,Propriétaire,8,27,2,1984,1
125110,43977,Oui,Locataire gratuit,14,12,1,4763,1
125111,58785,Non,Location,31,16,2,1111,0
125112,55140,Non,Propriétaire,20,13,2,5095,0
125113,46501,Oui,Location,5,5,2,327,1
125114,45368,Non,Propriétaire,4,2,2,711,1
125115,43651,Oui,Location,4,11,2,527,1
125116,46119,Oui,Location,1,6,1,104,0
125117,45217,Non,Propriétaire,17,8,2,445,1
125118,44682,Oui,Location,12,9,1,1192,1
125119,45390,Oui,Propriétaire,3,2,2,154,0
125120,57388,Oui,Location,23,22,1,3450,0
125121,49789,Oui,Propriétaire,2,4,2,44,0
125122,47623,Oui,Propriétaire,12,7,2,1358,1
125123,44306,Oui,Propriétaire,15,19,2,7995,1
125124,43185,Non,Autre,0,8,1,20,0
125125,45194,Non,Propriétaire,15,10,2,1678,1
125126,43876,Oui,Location,13,0,2,98,1
125127,53550,Non,Locataire gratuit,11,23,1,544,1
125128,50816,Oui,Propriétaire,0,17,2,2031,1
125129,59944,Oui,Propriétaire,20,11,2,3894,0
125130,54451,Oui,Location,14,30,1,3312,1
125131,43794,Oui,Location,9,6,2,1430,0
125132,45452,Oui,Location,12,24,1,5490,1
125133,44787,Oui,Location,9,4,2,982,0
125134,53983,Oui,Location,1,9,2,2117,0
125135,44261,Non,Propriétaire,9,22,1,823,1
125136,43151,Non,Location,6,9,1,681,1
125137,50552,Oui,Propriétaire,5,23,1,466,0
125138,51385,Oui,Location,14,10,1,777,0
125139,47111,Oui,Location,1,14,2,1001,1
125140,48607,Oui,Location,19,23,2,985,1
125141,43593,Oui,Propriétaire,13,0,1,2315,0
125142,45706,Oui,Location,17,16,2,373,1
125143,44756,Oui,Propriétaire,19,6,1,2117,1
125144,44202,Oui,Propriétaire,8,0,2,748,0
125145,45715,Oui,Propriétaire,8,14,2,772,1
125146,43800,Oui,Propriétaire,0,4,2,725,0
125147,45049,Oui,Propriétaire,6,16,2,1345,1
125148,44974,Oui,Propriétaire,14,18,2,2772,0
125149,44956,Non,Location,21,21,2,806,1
125150,56087,Non,Propriétaire,27,18,1,4818,1
125151,48336,Non,Location,16,2,2,1227,0
125152,55642,Oui,Propriétaire,4,22,2,240,0
125153,52725,Oui,Propriétaire,26,9,2,12,0
125154,43795,Oui,Location,17,5,2,1171,0
125155,43650,Oui,Propriétaire,8,12,1,267,0
125156,43972,Oui,Location,0,13,1,340,1
125157,43330,Oui,Propriétaire,9,6,1,25,1
125158,59193,Oui,Propriétaire,26,0,2,2295,1
125159,44483,Non,Location,16,15,2,116,0
125160,43185,Oui,Propriétaire,1,9,2,1646,0
125161,50295,Non,Propriétaire,3,12,1,298,0
125162,46955,Non,Location,16,1,2,201,1
125163,51383,Non,Propriétaire,19,12,2,1119,1
125164,52540,Oui,Location,0,15,2,397,0
125165,55897,Non,Propriétaire,13,2,2,315,0
125166,44781,Oui,Propriétaire,15,4,1,331,0
125167,45217,Oui,Location,19,8,1,732,0
125168,44895,Oui,Location,8,0,2,888,1
125169,45209,Oui,Location,4,9,2,658,0
125170,45813,Non,Location,10,13,1,59,0
125171,43202,Oui,Propriétaire,17,7,1,1412,1
125172,45687,Oui,Propriétaire,22,16,2,1064,1
125173,49745,Non,Propriétaire,24,6,1,518,1
125174,53552,Oui,Location,19,22,2,1255,1
125175,52118,Oui,Location,17,22,2,2771,1
125176,55554,Oui,Propriétaire,27,0,1,708,0
125177,54792,Oui,Location,22,17,1,1223,0
125178,52973,Non,Location,13,3,1,2535,0
125179,52961,Oui,Location,17,4,1,1853,1
125180,43908,Non,Propriétaire,18,15,1,4242,0
125181,57718,Oui,Propriétaire,25,16,2,1555,1
125182,44052,Oui,Propriétaire,13,5,2,375,0
125183,44613,Non,Locataire gratuit,17,11,2,2134,0
125184,44193,Oui,Propriétaire,18,3,1,260,0
125185,45115,Oui,Propriétaire,11,13,2,5189,1
125186,43645,Oui,Propriétaire,5,13,2,502,0
125187,43474,Oui,Propriétaire,17,1,1,270,1
125188,43322,Oui,Propriétaire,15,6,2,218,1
125189,49678,Oui,Propriétaire,11,8,2,564,0
125190,56849,Oui,Propriétaire,4,4,1,117,1
125191,50808,Non,Location,19,18,2,457,0
125192,58505,Oui,Propriétaire,11,9,2,668,0
125193,51945,Non,Locataire gratuit,19,0,1,25,1
125194,49075,Non,Propriétaire,7,16,2,133,0
125195,56087,Oui,Location,14,16,2,1386,1
125196,53115,Oui,Propriétaire,12,1,2,674,0
125197,49008,Oui,Location,10,16,2,216,0
125198,54013,Oui,Location,9,4,1,996,0
125199,53195,Non,Propriétaire,8,31,2,7757,1
125200,52896,Oui,Propriétaire,19,6,2,1655,1
125201,54603,Non,Propriétaire,8,30,2,1562,1
125202,48511,Non,Propriétaire,21,25,1,793,0
125203,59036,Oui,Propriétaire,7,6,1,495,1
125204,53559,Oui,Propriétaire,7,19,2,2646,0
125205,44997,Non,Locataire gratuit,6,18,1,1238,1
125206,44442,Oui,Location,12,16,1,578,0
125207,44187,Oui,Propriétaire,19,3,1,693,0
125208,44617,Non,Location,4,10,2,154,1
125209,44684,Oui,Propriétaire,6,9,1,194,1
125210,44831,Oui,Location,15,2,1,1597,1
125211,43482,Oui,Propriétaire,4,1,1,361,1
125212,43989,Oui,Propriétaire,8,10,1,30,1
125213,43957,Non,Propriétaire,18,13,2,286,1
125214,47833,Oui,Propriétaire,9,6,1,854,0
125215,56891,Non,Propriétaire,26,1,1,1543,1
125216,58026,Oui,Location,17,13,1,6156,0
125217,53791,Oui,Location,1,15,1,1844,1
125218,59463,Non,Propriétaire,2,9,2,1298,1
125219,44159,Oui,Location,6,4,1,1110,0
125220,59508,Oui,Propriétaire,2,19,1,3671,1
125221,51219,Oui,Location,14,15,2,1292,1
125222,56486,Oui,Propriétaire,5,11,1,696,1
125223,47623,Non,Propriétaire,23,7,1,784,1
125224,49007,Non,Propriétaire,14,18,1,13360,0
125225,43895,Oui,Propriétaire,7,18,1,446,1
125226,55497,Oui,Location,7,3,1,637,1
125227,45066,Oui,Location,16,15,1,860,1
125228,44202,Non,Propriétaire,1,23,2,2611,0
125229,45518,Oui,Propriétaire,17,22,1,8231,1
125230,43890,Oui,Propriétaire,19,18,2,505,1
125231,44772,Oui,Propriétaire,9,6,1,469,0
125232,44271,Oui,Location,17,20,1,284,1
125233,43874,Non,Location,18,0,2,1320,1
125234,43888,Oui,Location,16,21,1,3820,1
125235,44194,Oui,Location,16,2,2,1007,1
125236,53201,Non,Propriétaire,18,29,1,17134,0
125237,45238,Oui,Location,9,6,2,326,1
125238,54673,Oui,Propriétaire,15,22,2,3086,1
125239,46949,Oui,Propriétaire,0,2,2,1634,1
125240,57689,Non,Location,25,19,1,331,1
125241,45869,Oui,Location,21,8,2,71,1
125242,43799,Oui,Propriétaire,11,4,1,145,0
125243,47026,Non,Propriétaire,23,18,2,1368,0
125244,46645,Non,Propriétaire,19,4,1,884,0
125245,44048,Non,Propriétaire,0,6,1,222,0
125246,45970,Non,Propriétaire,11,7,1,579,0
125247,45949,Non,Location,17,7,1,3865,0
125248,45659,Oui,Propriétaire,12,17,1,9466,1
125249,43750,Non,Propriétaire,13,6,1,988,1
125250,44318,Oui,Propriétaire,8,19,1,2096,0
125251,43761,Non,Propriétaire,10,6,1,1418,0
125252,45673,Oui,Propriétaire,22,16,1,359,0
125253,54938,Non,Propriétaire,5,15,2,268,0
125254,49409,Oui,Propriétaire,11,12,2,107,1
125255,54021,Oui,Location,2,4,1,101,1
125256,48084,Oui,Location,10,3,2,555,1
125257,50799,Oui,Location,22,19,2,1919,0
125258,46785,Oui,Location,14,4,1,1227,1
125259,53365,Oui,Location,21,26,1,3819,0
125260,50515,Non,Location,3,5,1,1642,1
125261,55421,Non,Location,11,3,2,1169,0
125262,47734,Oui,Logement social,23,6,2,2631,1
125263,44449,Oui,Location,9,16,1,4168,0
125264,55777,Oui,Location,1,11,2,453,0
125265,47422,Oui,Location,11,12,2,2010,1
125266,50302,Oui,Location,20,9,2,455,0
125267,44095,Oui,Location,13,4,1,368,0
125268,45153,Non,Location,2,13,2,804,1
125269,43820,Non,Propriétaire,3,3,2,230,0
125270,43633,Oui,Locataire gratuit,14,16,1,6100,0
125271,43976,Non,Locataire gratuit,18,12,2,745,0
125272,43835,Oui,Propriétaire,3,1,2,1501,1
125273,45621,Oui,Location,1,19,1,1878,0
125274,45849,Non,Location,13,9,2,364,1
125275,43408,Oui,Propriétaire,10,4,2,1106,0
125276,44394,Non,Propriétaire,20,17,1,2041,0
125277,43982,Oui,Propriétaire,13,11,2,1055,0
125278,44936,Oui,Propriétaire,1,22,1,4502,0
125279,57004,Oui,Location,14,31,1,3561,0
125280,52545,Oui,Propriétaire,25,14,1,1125,0
125281,48061,Oui,Location,3,5,2,296,0
125282,50075,Oui,Location,4,18,2,3768,0
125283,43303,Oui,Propriétaire,2,7,2,866,1
125284,45159,Non,Propriétaire,6,12,1,2310,0
125285,48931,Oui,Propriétaire,11,19,2,652,0
125286,44363,Oui,Propriétaire,5,19,1,1609,1
125287,44413,Oui,Location,13,16,2,885,0
125288,49988,Oui,Location,14,21,2,2660,0
125289,45450,Oui,Propriétaire,15,24,1,4217,0
125290,45081,Non,Propriétaire,14,15,2,713,1
125291,47470,Non,Location,9,12,1,2111,0
125292,44272,Oui,Propriétaire,12,20,1,645,1
125293,44460,Oui,Propriétaire,4,16,1,3467,1
125294,43707,Oui,Propriétaire,8,9,1,1131,0
125295,45419,Oui,Propriétaire,1,2,2,231,0
125296,45721,Oui,Propriétaire,3,14,1,294,1
125297,45103,Non,Propriétaire,21,14,1,2327,1
125298,55112,Oui,Autre,10,14,2,4113,1
125299,46823,Oui,Propriétaire,22,2,1,94,1
125300,56590,Oui,Propriétaire,27,8,2,332,0
125301,57683,Oui,Propriétaire,14,24,1,3275,1
125302,55752,Oui,Propriétaire,5,11,2,2048,1
125303,46168,Oui,Location,0,6,1,3762,1
125304,55565,Non,Location,23,0,2,2219,0
125305,50076,Oui,Propriétaire,0,17,1,460,1
125306,45750,Oui,Propriétaire,13,13,1,1930,1
125307,45904,Oui,Propriétaire,22,7,1,60,0
125308,44477,Non,Propriétaire,19,15,1,351,0
125309,45841,Non,Propriétaire,11,12,2,4159,0
125310,44010,Oui,Propriétaire,4,7,2,542,1
125311,44378,Oui,Location,9,18,2,306,0
125312,45246,Non,Location,6,5,1,737,1
125313,45266,Non,Location,3,5,1,6805,0
125314,43362,Oui,Location,15,4,2,434,1
125315,59393,Non,Location,34,18,2,2746,0
125316,56523,Oui,Location,20,10,1,2066,0
125317,55390,Non,Propriétaire,23,3,1,812,0
125318,50445,Oui,Location,10,8,1,237,1
125319,49529,Oui,Location,9,10,1,342,0
125320,47161,Oui,Propriétaire,0,13,2,1096,1
125321,47019,Non,Propriétaire,11,21,1,1138,1
125322,53731,Non,Propriétaire,26,16,2,13160,1
125323,43514,Oui,Location,17,0,2,274,0
125324,52495,Non,Location,18,16,2,2527,1
125325,45537,Oui,Location,22,21,2,2698,1
125326,55215,Oui,Propriétaire,1,6,2,1930,0
125327,44892,Oui,Propriétaire,12,2,2,3337,0
125328,52173,Oui,Location,4,22,2,689,0
125329,49407,Non,Location,23,13,2,1793,0
125330,49415,Oui,Location,17,11,1,150,0
125331,43622,Oui,Location,8,18,1,3828,1
125332,44298,Non,Location,16,19,2,763,0
125333,45463,Oui,Propriétaire,2,23,2,478,1
125334,44705,Oui,Propriétaire,0,8,1,230,0
125335,50621,Non,Propriétaire,24,22,2,1047,0
125336,49600,Oui,Propriétaire,5,9,2,3366,1
125337,48599,Oui,Location,16,25,1,1363,1
125338,43677,Oui,Propriétaire,16,9,1,740,0
125339,45993,Non,Propriétaire,6,7,2,311,0
125340,52887,Oui,Location,10,9,2,1339,0
125341,44671,Oui,Location,16,9,2,3971,1
