ID,Montant_du_pret,Prix_de_Vente,Localisation
129519,89500,180000,100
129520,64850,180000,101
129521,56250,180000,100
129522,84100,170000,120
129523,133500,215000,100
129524,57200,275000,111
129525,99400,350000,120
129526,90650,330000,100
129527,93850,447000,100
129528,109150,190000,100
129529,86700,199000,100
129530,85600,185000,130
129531,120500,270000,130
129532,100700,199000,100
129533,86100,250000,120
129534,163350,335000,100
129535,62200,215000,100
129536,65900,235000,120
129537,84500,260000,100
129538,87750,200000,130
129539,102750,285000,100
129540,60950,219000,100
129541,130750,167000,100
129542,82650,285000,100
129543,45350,455000,100
129544,129650,285000,100
129545,115850,270000,100
129546,31100,299500,100
129547,119500,430000,121
129548,118850,220000,111
129549,101000,190000,100
129550,70550,240000,110
129551,52900,360000,110
129552,108950,260000,100
129553,86300,135000,100
129554,115800,237500,110
129555,41500,474000,110
129556,104100,238000,101
129557,78450,200000,111
129558,133250,155500,100
129559,89100,215000,100
129560,69150,282000,130
129561,102700,288500,100
129562,92400,250000,110
129563,94750,130000,100
129564,61650,260000,100
129565,111450,330000,120
129566,166300,359850,100
129567,74150,275000,130
129568,85400,545000,100
129569,90700,325000,100
129570,147950,545000,100
129571,103400,325000,100
129572,60900,265000,100
129573,44550,250000,100
129574,40700,498500,100
129575,114700,145000,100
129576,90100,280000,110
129577,114550,315000,120
129578,58400,368000,101
129579,73200,475000,110
129580,125000,325000,100
129581,117100,242500,110
129582,117200,200000,120
129583,51400,207000,100
129584,110900,105000,101
129585,109950,105000,101
129586,104200,105000,101
129587,53650,105000,101
129588,93400,200000,100
129589,73650,275000,130
129590,76650,305000,130
129591,69200,179000,130
129592,132200,275000,130
129593,94200,305000,130
129594,92850,370000,110
129595,40650,290000,130
129596,129150,273000,120
129597,53300,252500,100
129598,87500,290000,100
129599,72600,250000,120
129600,80750,300000,130
129601,79450,378000,100
129602,98800,750000,110
129603,94400,150000,100
129604,94900,260000,100
129605,109150,390000,100
129606,90200,143000,101
129607,75900,215000,100
129608,100400,328000,100
129609,81750,295000,100
129610,101500,295000,100
129611,98450,540000,110
129612,71500,140000,101
129613,83400,285000,100
129614,117750,275000,100
129615,95850,319000,100
129616,108250,211000,130
129617,76100,410000,100
129618,80100,323600,100
129619,97950,175000,130
129620,72900,320000,110
129621,105900,275000,100
129622,5400,350000,100
129623,68800,380000,110
129624,28250,425000,100
129625,61500,625000,100
129626,117500,455000,100
129627,74300,260000,101
129628,105100,425000,110
129629,93400,2095000,101
129630,44150,170000,100
129631,128200,180000,130
129632,104550,170000,100
129633,129850,137000,100
129634,95150,264000,130
129635,44150,98000,100
129636,112850,153000,100
129637,78000,355000,100
129638,75350,245000,130
129639,79550,222500,101
129640,82500,215000,120
129641,58600,240000,120
129642,89150,310000,100
129643,73850,103000,101
129644,86150,235000,100
129645,79150,190000,100
129646,62850,155000,130
129647,93050,235000,100
129648,66050,284500,120
129649,169350,164000,101
129650,53700,150000,100
129651,74800,290000,110
129652,109100,145000,130
129653,111050,156000,100
129654,89750,260000,110
129655,77600,150000,100
129656,95500,260000,120
129657,89150,193000,101
129658,80700,176000,100
129659,9250,275000,100
129660,83750,499250,100
129661,58050,410000,101
129662,55450,570000,100
129663,159050,153000,100
129664,118550,173900,100
129665,70050,165000,111
129666,42400,110000,100
129667,243750,200000,100
129668,66050,255000,100
129669,129150,162000,101
129670,69600,348500,100
129671,162750,197307,100
129672,118750,180000,100
129673,99150,315000,100
129674,92400,325000,100
129675,69550,145000,130
129676,60450,475000,110
129677,92800,132000,100
129678,130100,149000,100
129679,170500,340000,100
129680,112450,192500,100
129681,65100,300000,100
129682,102500,230000,100
129683,107150,245000,130
129684,143550,150000,100
129685,62150,285000,100
129686,87300,285000,100
129687,89000,146000,130
129688,92600,195000,100
129689,106050,182500,130
129690,67200,121000,100
129691,120650,190000,100
129692,77950,190000,100
129693,84300,140000,110
129694,92900,192000,100
129695,93650,125000,100
129696,79250,245000,100
129697,118850,440000,110
129698,113550,209000,101
129699,82900,220000,130
129700,213600,550000,100
129701,71800,231000,130
129702,93100,250000,120
129703,34250,250000,130
129704,103750,195000,100
129705,88850,1000000,110
129706,111950,175000,110
129707,109150,190000,100
129708,85600,185000,130
129709,120500,270000,130
129710,65900,235000,120
129711,45350,455000,100
129712,31100,299500,100
129713,70550,240000,110
129714,108950,260000,100
129715,86300,135000,100
129716,78450,200000,111
129717,89100,215000,100
129718,94750,130000,100
129719,111450,330000,120
129720,74150,275000,130
129721,85400,545000,100
129722,90700,325000,100
129723,103400,325000,100
129724,60900,265000,100
129725,114700,145000,100
129726,114550,315000,120
129727,73200,475000,110
129728,117100,242500,110
129729,53650,105000,101
129730,93400,200000,100
129731,73650,275000,130
129732,132200,275000,130
129733,94200,305000,130
129734,129150,273000,120
129735,53300,252500,100
129736,72600,250000,120
129737,80750,300000,130
129738,98800,750000,110
129739,94400,150000,100
129740,90200,143000,101
129741,100400,328000,100
129742,81750,295000,100
129743,95850,319000,100
129744,80100,323600,100
129745,72900,320000,110
129746,68800,380000,110
129747,74300,260000,101
129748,105100,425000,110
129749,44150,170000,100
129750,128200,180000,130
129751,72750,145000,100
129752,107600,145000,110
129753,104550,170000,100
129754,129850,137000,100
129755,73400,259000,100
129756,90850,280000,110
129757,95150,264000,130
129758,81500,170000,100
129759,89100,95000,101
129760,37050,575000,120
129761,59250,349900,130
129762,44150,98000,100
129763,112850,153000,100
129764,78000,355000,100
129765,74100,525000,100
129766,96300,355000,100
129767,73500,525000,100
129768,75350,245000,130
129769,81250,235000,100
129770,61400,950000,110
129771,33800,210000,120
129772,79550,222500,101
129773,82500,215000,120
129774,96900,240000,120
129775,101650,150000,100
129776,58600,240000,120
129777,89150,310000,100
129778,114200,185000,101
129779,73850,103000,101
129780,89250,650000,101
129781,84650,349000,100
129782,59150,170000,120
129783,44300,159900,100
129784,83900,165000,100
129785,86150,235000,100
129786,69150,254500,130
129787,93650,420000,111
129788,119500,125000,130
129789,79150,190000,100
129790,62850,155000,130
129791,93050,235000,100
129792,42150,500000,130
129793,66050,284500,120
129794,169350,164000,101
129795,46000,875000,100
129796,53150,125000,100
129797,69400,325000,100
129798,71950,275000,100
129799,57250,117000,100
129800,77750,125000,101
129801,53700,150000,100
129802,74800,290000,110
129803,49000,149900,101
129804,91000,273500,120
129805,104550,309534,110
129806,109100,145000,130
129807,111050,156000,100
129808,136450,600000,100
129809,89750,260000,110
129810,77600,150000,100
129811,95500,260000,120
129812,89150,193000,101
129813,101050,537500,100
129814,80700,176000,100
129815,76000,300000,100
129816,93100,185000,100
129817,9250,275000,100
129818,39650,1290000,110
129819,87900,161000,100
129820,83750,499250,100
129821,58050,410000,101
129822,78100,350000,110
129823,129200,200000,130
129824,55450,570000,100
129825,159050,153000,100
129826,118550,173900,100
129827,47650,222000,100
129828,77350,210000,100
129829,105950,135000,130
129830,70050,165000,111
129831,42400,110000,100
129832,86300,290000,100
129833,243750,200000,100
129834,90850,400000,110
129835,89800,229500,100
129836,66050,255000,100
129837,129150,162000,101
129838,164850,260000,130
129839,69600,348500,100
129840,79500,1060000,101
129841,61850,200000,130
129842,102950,258000,100
129843,72400,220000,100
129844,85500,565000,120
129845,162750,197307,100
129846,55150,160000,120
129847,118750,180000,100
129848,97200,300000,110
129849,99150,315000,100
129850,92400,325000,100
129851,88100,220000,100
129852,69550,145000,130
129853,60450,475000,110
129854,101550,299000,101
129855,92800,132000,100
129856,130100,149000,100
129857,170500,340000,100
129858,70600,443000,100
129859,92400,150876,100
129860,112450,192500,100
129861,66700,185000,100
129862,82250,235000,130
129863,97450,190000,130
129864,122300,355000,100
129865,105000,265000,100
129866,60200,185000,111
129867,65100,300000,100
129868,102500,230000,100
129869,127250,106300,130
129870,107150,245000,130
129871,143550,150000,100
129872,84500,258000,100
129873,62150,285000,100
129874,123150,330000,100
129875,104900,535000,100
129876,87300,285000,100
129877,89000,146000,130
129878,120950,395000,110
129879,73300,650000,110
129880,51450,350000,100
129881,122200,144000,100
129882,92600,195000,100
129883,122100,195000,100
129884,106050,182500,130
129885,101000,287500,100
129886,94050,500000,110
129887,110150,360000,110
129888,67200,121000,100
129889,80600,147000,100
129890,96800,190500,100
129891,60950,150000,110
129892,102200,75000,100
129893,120650,190000,100
129894,77950,190000,100
129895,73250,250000,110
129896,46650,165000,100
129897,96450,210000,100
129898,80400,270000,100
129899,84300,140000,110
129900,92550,104000,130
129901,100950,170000,100
129902,92900,192000,100
129903,93650,125000,100
129904,92000,131500,100
129905,79250,245000,100
129906,55750,185000,100
129907,145100,265000,100
129908,65750,281915,100
129909,66050,265000,100
129910,101850,281915,100
129911,66850,565000,100
129912,125200,385000,120
129913,118850,440000,110
129914,93850,675000,130
129915,113550,209000,101
129916,48500,110000,110
129917,82900,220000,130
129918,133500,350000,100
129919,101800,235000,100
129920,74450,582000,120
129921,53000,175000,130
129922,213600,550000,100
129923,43200,650000,391
129924,68450,400000,100
129925,93400,157500,131
129926,71800,231000,130
129927,93100,250000,120
129928,79950,345000,110
129929,48550,365000,110
129930,86450,345000,110
129931,179850,365000,110
129932,34250,250000,130
129933,103750,195000,100
129934,88850,1000000,110
129935,98200,905000,110
129936,111950,175000,110
129937,97200,140000,100
129938,89500,180000,100
129939,64850,180000,101
129940,56250,180000,100
129941,84100,170000,120
129942,133500,215000,100
129943,57200,275000,111
129944,99400,350000,120
129945,90650,330000,100
129946,93850,447000,100
129947,109150,190000,100
129948,86700,199000,100
129949,85600,185000,130
129950,120500,270000,130
129951,100700,199000,100
129952,86100,250000,120
129953,163350,335000,100
129954,62200,215000,100
129955,65900,235000,120
129956,84500,260000,100
129957,87750,200000,130
129958,102750,285000,100
129959,60950,219000,100
129960,130750,167000,100
129961,82650,285000,100
129962,45350,455000,100
129963,129650,285000,100
129964,115850,270000,100
129965,31100,299500,100
129966,119500,430000,121
129967,118850,220000,111
129968,101000,190000,100
129969,70550,240000,110
129970,52900,360000,110
129971,108950,260000,100
129972,86300,135000,100
129973,115800,237500,110
129974,41500,474000,110
129975,104100,238000,101
129976,78450,200000,111
129977,133250,155500,100
129978,89100,215000,100
129979,69150,282000,130
129980,102700,288500,100
129981,92400,250000,110
129982,94750,130000,100
129983,61650,260000,100
129984,111450,330000,120
129985,166300,359850,100
129986,74150,275000,130
129987,85400,545000,100
129988,90700,325000,100
129989,147950,545000,100
129990,103400,325000,100
129991,60900,265000,100
129992,44550,250000,100
129993,40700,498500,100
129994,114700,145000,100
129995,90100,280000,110
129996,114550,315000,120
129997,58400,368000,101
129998,73200,475000,110
129999,125000,325000,100
130000,117100,242500,110
130001,117200,200000,120
130002,51400,207000,100
130003,110900,105000,101
130004,109950,105000,101
130005,104200,105000,101
130006,53650,105000,101
130007,93400,200000,100
130008,73650,275000,130
130009,76650,305000,130
130010,69200,179000,130
130011,132200,275000,130
130012,94200,305000,130
130013,92850,370000,110
130014,40650,290000,130
130015,129150,273000,120
130016,53300,252500,100
130017,87500,290000,100
130018,72600,250000,120
130019,80750,300000,130
130020,79450,378000,100
130021,98800,750000,110
130022,94400,150000,100
130023,94900,260000,100
130024,109150,390000,100
130025,90200,143000,101
130026,75900,215000,100
130027,100400,328000,100
130028,81750,295000,100
130029,101500,295000,100
130030,98450,540000,110
130031,71500,140000,101
130032,83400,285000,100
130033,117750,275000,100
130034,95850,319000,100
130035,108250,211000,130
130036,76100,410000,100
130037,80100,323600,100
130038,97950,175000,130
130039,72900,320000,110
130040,105900,275000,100
130041,5400,350000,100
130042,68800,380000,110
130043,28250,425000,100
130044,61500,625000,100
130045,117500,455000,100
130046,74300,260000,101
130047,105100,425000,110
130048,93400,2095000,101
130049,44150,170000,100
130050,128200,180000,130
130051,104550,170000,100
130052,129850,137000,100
130053,95150,264000,130
130054,44150,98000,100
130055,112850,153000,100
130056,78000,355000,100
130057,75350,245000,130
130058,79550,222500,101
130059,82500,215000,120
130060,58600,240000,120
130061,89150,310000,100
130062,73850,103000,101
130063,86150,235000,100
130064,79150,190000,100
130065,62850,155000,130
130066,93050,235000,100
130067,66050,284500,120
130068,169350,164000,101
130069,53700,150000,100
130070,74800,290000,110
130071,109100,145000,130
130072,111050,156000,100
130073,89750,260000,110
130074,77600,150000,100
130075,95500,260000,120
130076,89150,193000,101
130077,80700,176000,100
130078,9250,275000,100
130079,83750,499250,100
130080,58050,410000,101
130081,55450,570000,100
130082,159050,153000,100
130083,118550,173900,100
130084,70050,165000,111
130085,42400,110000,100
130086,243750,200000,100
130087,66050,255000,100
130088,129150,162000,101
130089,69600,348500,100
130090,162750,197307,100
130091,118750,180000,100
130092,99150,315000,100
130093,92400,325000,100
130094,69550,145000,130
130095,60450,475000,110
130096,92800,132000,100
130097,130100,149000,100
130098,170500,340000,100
130099,112450,192500,100
130100,65100,300000,100
130101,102500,230000,100
130102,107150,245000,130
130103,143550,150000,100
130104,62150,285000,100
130105,87300,285000,100
130106,89000,146000,130
130107,92600,195000,100
130108,106050,182500,130
130109,67200,121000,100
130110,120650,190000,100
130111,77950,190000,100
130112,84300,140000,110
130113,92900,192000,100
130114,93650,125000,100
130115,79250,245000,100
130116,118850,440000,110
130117,113550,209000,101
130118,82900,220000,130
130119,213600,550000,100
130120,71800,231000,130
130121,93100,250000,120
130122,34250,250000,130
130123,103750,195000,100
130124,88850,1000000,110
130125,111950,175000,110
130126,109150,190000,100
130127,85600,185000,130
130128,120500,270000,130
130129,65900,235000,120
130130,45350,455000,100
130131,31100,299500,100
130132,70550,240000,110
130133,108950,260000,100
130134,86300,135000,100
130135,78450,200000,111
130136,89100,215000,100
130137,94750,130000,100
130138,111450,330000,120
130139,74150,275000,130
130140,85400,545000,100
130141,90700,325000,100
130142,103400,325000,100
130143,60900,265000,100
130144,114700,145000,100
130145,114550,315000,120
130146,73200,475000,110
130147,117100,242500,110
130148,53650,105000,101
130149,93400,200000,100
130150,73650,275000,130
130151,132200,275000,130
130152,94200,305000,130
130153,129150,273000,120
130154,53300,252500,100
130155,72600,250000,120
130156,80750,300000,130
130157,98800,750000,110
130158,94400,150000,100
130159,90200,143000,101
130160,100400,328000,100
130161,81750,295000,100
130162,95850,319000,100
130163,80100,323600,100
130164,72900,320000,110
130165,68800,380000,110
130166,74300,260000,101
130167,105100,425000,110
130168,44150,170000,100
130169,128200,180000,130
130170,72750,145000,100
130171,107600,145000,110
130172,104550,170000,100
130173,129850,137000,100
130174,73400,259000,100
130175,90850,280000,110
130176,95150,264000,130
130177,81500,170000,100
130178,89100,95000,101
130179,37050,575000,120
130180,59250,349900,130
130181,44150,98000,100
130182,112850,153000,100
130183,78000,355000,100
130184,74100,525000,100
130185,96300,355000,100
130186,73500,525000,100
130187,75350,245000,130
130188,81250,235000,100
130189,61400,950000,110
130190,33800,210000,120
130191,79550,222500,101
130192,82500,215000,120
130193,96900,240000,120
130194,101650,150000,100
130195,58600,240000,120
130196,89150,310000,100
130197,114200,185000,101
130198,73850,103000,101
130199,89250,650000,101
130200,84650,349000,100
130201,59150,170000,120
130202,44300,159900,100
130203,83900,165000,100
130204,86150,235000,100
130205,69150,254500,130
130206,93650,420000,111
130207,119500,125000,130
130208,79150,190000,100
130209,62850,155000,130
130210,93050,235000,100
130211,42150,500000,130
130212,66050,284500,120
130213,169350,164000,101
130214,46000,875000,100
130215,53150,125000,100
130216,69400,325000,100
130217,71950,275000,100
130218,57250,117000,100
130219,77750,125000,101
130220,53700,150000,100
130221,74800,290000,110
130222,49000,149900,101
130223,91000,273500,120
130224,104550,309534,110
130225,109100,145000,130
130226,111050,156000,100
130227,136450,600000,100
130228,89750,260000,110
130229,77600,150000,100
130230,95500,260000,120
130231,89150,193000,101
130232,101050,537500,100
130233,80700,176000,100
130234,76000,300000,100
130235,93100,185000,100
130236,9250,275000,100
130237,39650,1290000,110
130238,87900,161000,100
130239,83750,499250,100
130240,58050,410000,101
130241,78100,350000,110
130242,129200,200000,130
130243,55450,570000,100
130244,159050,153000,100
130245,118550,173900,100
130246,47650,222000,100
130247,77350,210000,100
130248,105950,135000,130
130249,70050,165000,111
130250,42400,110000,100
130251,86300,290000,100
130252,243750,200000,100
130253,90850,400000,110
130254,89800,229500,100
130255,66050,255000,100
130256,129150,162000,101
130257,164850,260000,130
130258,69600,348500,100
130259,79500,1060000,101
130260,61850,200000,130
130261,102950,258000,100
130262,72400,220000,100
130263,85500,565000,120
130264,162750,197307,100
130265,55150,160000,120
130266,118750,180000,100
130267,97200,300000,110
130268,99150,315000,100
130269,92400,325000,100
130270,88100,220000,100
130271,69550,145000,130
130272,60450,475000,110
130273,101550,299000,101
130274,92800,132000,100
130275,130100,149000,100
130276,170500,340000,100
130277,70600,443000,100
130278,92400,150876,100
130279,112450,192500,100
130280,66700,185000,100
130281,82250,235000,130
130282,97450,190000,130
130283,122300,355000,100
130284,105000,265000,100
130285,60200,185000,111
130286,65100,300000,100
130287,102500,230000,100
130288,127250,106300,130
130289,107150,245000,130
130290,143550,150000,100
130291,84500,258000,100
130292,62150,285000,100
130293,123150,330000,100
130294,104900,535000,100
130295,87300,285000,100
130296,89000,146000,130
130297,120950,395000,110
130298,73300,650000,110
130299,51450,350000,100
130300,122200,144000,100
130301,92600,195000,100
130302,122100,195000,100
130303,106050,182500,130
130304,101000,287500,100
130305,94050,500000,110
130306,110150,360000,110
130307,67200,121000,100
130308,80600,147000,100
130309,96800,190500,100
130310,60950,150000,110
130311,102200,75000,100
130312,120650,190000,100
130313,77950,190000,100
130314,73250,250000,110
130315,46650,165000,100
130316,96450,210000,100
130317,80400,270000,100
130318,84300,140000,110
130319,92550,104000,130
130320,100950,170000,100
130321,92900,192000,100
130322,93650,125000,100
130323,92000,131500,100
130324,79250,245000,100
130325,55750,185000,100
130326,145100,265000,100
130327,65750,281915,100
130328,66050,265000,100
130329,101850,281915,100
130330,66850,565000,100
130331,125200,385000,120
130332,118850,440000,110
130333,93850,675000,130
130334,113550,209000,101
130335,48500,110000,110
130336,82900,220000,130
130337,133500,350000,100
130338,101800,235000,100
130339,74450,582000,120
130340,53000,175000,130
130341,213600,550000,100
130342,43200,650000,391
130343,68450,400000,100
130344,93400,157500,131
130345,71800,231000,130
130346,93100,250000,120
130347,79950,345000,110
130348,48550,365000,110
130349,86450,345000,110
130350,179850,365000,110
130351,34250,250000,130
130352,103750,195000,100
130353,88850,1000000,110
130354,98200,905000,110
130355,111950,175000,110
130356,97200,140000,100
130357,89500,180000,100
130358,64850,180000,101
130359,56250,180000,100
130360,84100,170000,120
130361,133500,215000,100
130362,57200,275000,111
130363,99400,350000,120
130364,90650,330000,100
130365,93850,447000,100
130366,109150,190000,100
130367,86700,199000,100
130368,85600,185000,130
130369,120500,270000,130
130370,100700,199000,100
130371,86100,250000,120
130372,163350,335000,100
130373,62200,215000,100
130374,65900,235000,120
130375,84500,260000,100
130376,87750,200000,130
130377,102750,285000,100
130378,60950,219000,100
130379,130750,167000,100
130380,82650,285000,100
130381,45350,455000,100
130382,129650,285000,100
130383,115850,270000,100
130384,31100,299500,100
130385,119500,430000,121
130386,118850,220000,111
130387,101000,190000,100
130388,70550,240000,110
130389,52900,360000,110
130390,108950,260000,100
130391,86300,135000,100
130392,115800,237500,110
130393,41500,474000,110
130394,104100,238000,101
130395,78450,200000,111
130396,133250,155500,100
130397,89100,215000,100
130398,69150,282000,130
130399,102700,288500,100
130400,92400,250000,110
130401,94750,130000,100
130402,61650,260000,100
130403,111450,330000,120
130404,166300,359850,100
130405,74150,275000,130
130406,85400,545000,100
130407,90700,325000,100
130408,147950,545000,100
130409,103400,325000,100
130410,60900,265000,100
130411,44550,250000,100
130412,40700,498500,100
130413,114700,145000,100
130414,90100,280000,110
130415,114550,315000,120
130416,58400,368000,101
130417,73200,475000,110
130418,125000,325000,100
130419,117100,242500,110
130420,117200,200000,120
130421,51400,207000,100
130422,110900,105000,101
130423,109950,105000,101
130424,104200,105000,101
130425,53650,105000,101
130426,93400,200000,100
130427,73650,275000,130
130428,76650,305000,130
130429,69200,179000,130
130430,132200,275000,130
130431,94200,305000,130
130432,92850,370000,110
130433,40650,290000,130
130434,129150,273000,120
130435,53300,252500,100
130436,87500,290000,100
130437,72600,250000,120
130438,80750,300000,130
130439,79450,378000,100
130440,98800,750000,110
130441,94400,150000,100
130442,94900,260000,100
130443,109150,390000,100
130444,90200,143000,101
130445,75900,215000,100
130446,100400,328000,100
130447,81750,295000,100
130448,101500,295000,100
130449,98450,540000,110
130450,71500,140000,101
130451,83400,285000,100
130452,117750,275000,100
130453,95850,319000,100
130454,108250,211000,130
130455,76100,410000,100
130456,80100,323600,100
130457,97950,175000,130
130458,72900,320000,110
130459,105900,275000,100
130460,5400,350000,100
130461,68800,380000,110
130462,28250,425000,100
130463,61500,625000,100
130464,117500,455000,100
130465,74300,260000,101
130466,105100,425000,110
130467,93400,2095000,101
130468,44150,170000,100
130469,128200,180000,130
130470,104550,170000,100
130471,129850,137000,100
130472,95150,264000,130
130473,44150,98000,100
130474,112850,153000,100
130475,78000,355000,100
130476,75350,245000,130
130477,79550,222500,101
130478,82500,215000,120
130479,58600,240000,120
130480,89150,310000,100
130481,73850,103000,101
130482,86150,235000,100
130483,79150,190000,100
130484,62850,155000,130
130485,93050,235000,100
130486,66050,284500,120
130487,169350,164000,101
130488,53700,150000,100
130489,74800,290000,110
130490,109100,145000,130
130491,111050,156000,100
130492,89750,260000,110
130493,77600,150000,100
130494,95500,260000,120
130495,89150,193000,101
130496,80700,176000,100
130497,9250,275000,100
130498,83750,499250,100
130499,58050,410000,101
130500,55450,570000,100
130501,159050,153000,100
130502,118550,173900,100
130503,70050,165000,111
130504,42400,110000,100
130505,243750,200000,100
130506,66050,255000,100
130507,129150,162000,101
130508,69600,348500,100
130509,162750,197307,100
130510,118750,180000,100
130511,99150,315000,100
130512,92400,325000,100
130513,69550,145000,130
130514,60450,475000,110
130515,92800,132000,100
130516,130100,149000,100
130517,170500,340000,100
130518,112450,192500,100
130519,65100,300000,100
130520,102500,230000,100
130521,107150,245000,130
130522,143550,150000,100
130523,62150,285000,100
130524,87300,285000,100
130525,89000,146000,130
130526,92600,195000,100
130527,106050,182500,130
130528,67200,121000,100
130529,120650,190000,100
130530,77950,190000,100
130531,84300,140000,110
130532,92900,192000,100
130533,93650,125000,100
130534,79250,245000,100
130535,118850,440000,110
130536,113550,209000,101
130537,82900,220000,130
130538,213600,550000,100
130539,71800,231000,130
130540,93100,250000,120
130541,34250,250000,130
130542,103750,195000,100
130543,88850,1000000,110
130544,111950,175000,110
130545,109150,190000,100
130546,85600,185000,130
130547,120500,270000,130
130548,65900,235000,120
130549,45350,455000,100
130550,31100,299500,100
130551,70550,240000,110
130552,108950,260000,100
130553,86300,135000,100
130554,78450,200000,111
130555,89100,215000,100
130556,94750,130000,100
130557,111450,330000,120
130558,74150,275000,130
130559,85400,545000,100
130560,90700,325000,100
130561,103400,325000,100
130562,60900,265000,100
130563,114700,145000,100
130564,114550,315000,120
130565,73200,475000,110
130566,117100,242500,110
130567,53650,105000,101
130568,93400,200000,100
130569,73650,275000,130
130570,132200,275000,130
130571,94200,305000,130
130572,129150,273000,120
130573,53300,252500,100
130574,72600,250000,120
130575,80750,300000,130
130576,98800,750000,110
130577,94400,150000,100
130578,90200,143000,101
130579,100400,328000,100
130580,81750,295000,100
130581,95850,319000,100
130582,80100,323600,100
130583,72900,320000,110
130584,68800,380000,110
130585,74300,260000,101
130586,105100,425000,110
130587,44150,170000,100
130588,128200,180000,130
130589,72750,145000,100
130590,107600,145000,110
130591,104550,170000,100
130592,129850,137000,100
130593,73400,259000,100
130594,90850,280000,110
130595,95150,264000,130
130596,81500,170000,100
130597,89100,95000,101
130598,37050,575000,120
130599,59250,349900,130
130600,44150,98000,100
130601,112850,153000,100
130602,78000,355000,100
130603,74100,525000,100
130604,96300,355000,100
130605,73500,525000,100
130606,75350,245000,130
130607,81250,235000,100
130608,61400,950000,110
130609,33800,210000,120
130610,79550,222500,101
130611,82500,215000,120
130612,96900,240000,120
130613,101650,150000,100
130614,58600,240000,120
130615,89150,310000,100
130616,114200,185000,101
130617,73850,103000,101
130618,89250,650000,101
130619,84650,349000,100
130620,59150,170000,120
130621,44300,159900,100
130622,83900,165000,100
130623,86150,235000,100
130624,69150,254500,130
130625,93650,420000,111
130626,119500,125000,130
130627,79150,190000,100
130628,62850,155000,130
130629,93050,235000,100
130630,42150,500000,130
130631,66050,284500,120
130632,169350,164000,101
130633,46000,875000,100
130634,53150,125000,100
130635,69400,325000,100
130636,71950,275000,100
130637,57250,117000,100
130638,77750,125000,101
130639,53700,150000,100
130640,74800,290000,110
130641,49000,149900,101
130642,91000,273500,120
130643,104550,309534,110
130644,109100,145000,130
130645,111050,156000,100
130646,136450,600000,100
130647,89750,260000,110
130648,77600,150000,100
130649,95500,260000,120
130650,89150,193000,101
130651,101050,537500,100
130652,80700,176000,100
130653,76000,300000,100
130654,93100,185000,100
130655,9250,275000,100
130656,39650,1290000,110
130657,87900,161000,100
130658,83750,499250,100
130659,58050,410000,101
130660,78100,350000,110
130661,129200,200000,130
130662,55450,570000,100
130663,159050,153000,100
130664,118550,173900,100
130665,47650,222000,100
130666,77350,210000,100
130667,105950,135000,130
130668,70050,165000,111
130669,42400,110000,100
130670,86300,290000,100
130671,243750,200000,100
130672,90850,400000,110
130673,89800,229500,100
130674,66050,255000,100
130675,129150,162000,101
130676,164850,260000,130
130677,69600,348500,100
130678,79500,1060000,101
130679,61850,200000,130
130680,102950,258000,100
130681,72400,220000,100
130682,85500,565000,120
130683,162750,197307,100
130684,55150,160000,120
130685,118750,180000,100
130686,97200,300000,110
130687,99150,315000,100
130688,92400,325000,100
130689,88100,220000,100
130690,69550,145000,130
130691,60450,475000,110
130692,101550,299000,101
130693,92800,132000,100
130694,130100,149000,100
130695,170500,340000,100
130696,70600,443000,100
130697,92400,150876,100
130698,112450,192500,100
130699,66700,185000,100
130700,82250,235000,130
130701,97450,190000,130
130702,122300,355000,100
130703,105000,265000,100
130704,60200,185000,111
130705,65100,300000,100
130706,102500,230000,100
130707,127250,106300,130
130708,107150,245000,130
130709,143550,150000,100
130710,84500,258000,100
130711,62150,285000,100
130712,123150,330000,100
130713,104900,535000,100
130714,87300,285000,100
130715,89000,146000,130
130716,120950,395000,110
130717,73300,650000,110
130718,51450,350000,100
130719,122200,144000,100
130720,92600,195000,100
130721,122100,195000,100
130722,106050,182500,130
130723,101000,287500,100
130724,94050,500000,110
130725,110150,360000,110
130726,67200,121000,100
130727,80600,147000,100
130728,96800,190500,100
130729,60950,150000,110
130730,102200,75000,100
130731,120650,190000,100
130732,77950,190000,100
130733,73250,250000,110
130734,46650,165000,100
130735,96450,210000,100
130736,80400,270000,100
130737,84300,140000,110
130738,92550,104000,130
130739,100950,170000,100
130740,92900,192000,100
130741,93650,125000,100
130742,92000,131500,100
130743,79250,245000,100
130744,55750,185000,100
130745,145100,265000,100
130746,65750,281915,100
130747,66050,265000,100
130748,101850,281915,100
130749,66850,565000,100
130750,125200,385000,120
130751,118850,440000,110
130752,93850,675000,130
130753,113550,209000,101
130754,48500,110000,110
130755,82900,220000,130
130756,133500,350000,100
130757,101800,235000,100
130758,74450,582000,120
130759,53000,175000,130
130760,213600,550000,100
130761,43200,650000,391
130762,68450,400000,100
130763,93400,157500,131
130764,71800,231000,130
130765,93100,250000,120
130766,79950,345000,110
130767,48550,365000,110
130768,86450,345000,110
130769,179850,365000,110
130770,34250,250000,130
130771,103750,195000,100
130772,88850,1000000,110
130773,98200,905000,110
130774,111950,175000,110
130775,97200,140000,100
130776,89500,180000,100
130777,64850,180000,101
130778,56250,180000,100
130779,84100,170000,120
130780,133500,215000,100
130781,57200,275000,111
130782,99400,350000,120
130783,90650,330000,100
130784,93850,447000,100
130785,109150,190000,100
130786,86700,199000,100
